label,sequence_id,frame_id,timestamp_sec,no_palm_0,no_palm_1,no_palm_2,no_palm_3,no_palm_4,no_palm_5,no_palm_6,no_palm_7,no_palm_8,no_palm_9,no_palm_10,no_palm_11,no_palm_12,no_palm_13,no_palm_14,no_palm_15,no_palm_16,success,iterations,solve_time_ms,total_loss
flower_pinch,01fd6a3af833,0,0.020418700005393475,-0.5690298676490784,-0.08658310025930405,-0.15162840485572815,-0.17011025547981262,0.050118159502744675,-0.04046427831053734,-0.171526238322258,-0.057945616543293,0.1195623055100441,0.863791286945343,0.30511972308158875,-0.13669069111347198,-0.171526238322258,-0.14607861638069153,-0.039361122995615005,-0.12922459840774536,0.04666008800268173,1,7,35.94619999057613,1.5460007824144635
flower_pinch,01fd6a3af833,1,0.08659710000210907,-0.555107831954956,-0.09069062024354935,-0.14563943445682526,-0.17127297818660736,0.05885428190231323,-0.03225348889827728,-0.17152535915374756,-0.05804792419075966,0.1361982822418213,0.7528437972068787,0.3341370224952698,-0.1539616882801056,-0.17152535915374756,-0.13040481507778168,-0.03380058705806732,-0.14087116718292236,0.007979391142725945,1,6,29.32840000721626,1.4987452265871963
flower_pinch,01fd6a3af833,2,0.14090140000917017,-0.5537356734275818,-0.08991289883852005,-0.14254768192768097,-0.17168308794498444,0.06013064831495285,-0.020833071321249008,-0.17152634263038635,-0.0575910322368145,0.15085406601428986,0.904270350933075,0.34235459566116333,-0.15456686913967133,-0.17152634263038635,-0.10691841691732407,-0.0521206296980381,-0.13401155173778534,0.03249846771359444,1,6,28.100499999709427,1.6267465979655757
flower_pinch,01fd6a3af833,3,0.1929082999995444,-0.6153066754341125,-0.08660999685525894,-0.058252979069948196,-0.14517728984355927,0.028583455830812454,0.06952282041311264,-0.16136495769023895,-0.059455547481775284,0.13347096741199493,0.45246291160583496,0.2673717439174652,-0.14922495186328888,-0.17152684926986694,-0.24132981896400452,-0.02234593778848648,-0.0770353153347969,-0.027941418811678886,1,5,24.762499990174547,1.6257952389884747
flower_pinch,01fd6a3af833,4,0.25839750000159256,-0.60710608959198,-0.05271967500448227,-0.08491335064172745,-0.07633045315742493,0.02948666363954544,0.12907201051712036,-0.03518333658576012,-0.06447291374206543,0.1420610398054123,0.33336085081100464,0.16441647708415985,-0.1076108068227768,-0.1593782603740692,-0.44207704067230225,0.016683168709278107,-0.12767410278320312,-0.13379229605197906,1,6,26.681899995310232,1.5820928151488507
flower_pinch,01fd6a3af833,5,0.321364800009178,-0.5951113104820251,-0.07723385840654373,-0.1371215432882309,-0.10719497501850128,0.006726506631821394,0.08270929753780365,-0.06876903027296066,-0.07912637293338776,0.05152900516986847,0.03861616924405098,-0.06643828749656677,0.14547735452651978,0.6261566877365112,-0.5502676963806152,0.08687678724527359,-0.18371908366680145,-0.028241947293281555,1,6,33.20829999574926,2.069721404968133
flower_pinch,01fd6a3af833,6,0.38409750000573695,-0.5795168280601501,-0.15298102796077728,-0.17707249522209167,-0.13387103378772736,-0.01185371819883585,0.03510390594601631,-0.03663495555520058,-0.09419535100460052,-0.002870012540370226,-0.0975055992603302,-0.12722519040107727,0.21744048595428467,1.1572743654251099,-0.5730832815170288,0.08239426463842392,-0.21839673817157745,0.07337585836648941,1,6,29.529099992942065,1.8379791272755748
flower_pinch,01fd6a3af833,7,0.4424070000095526,-0.5454526543617249,-0.03587367758154869,-0.2024639993906021,-0.1639147400856018,0.05073699727654457,-0.08751284331083298,0.004169535357505083,-0.09970542788505554,-0.024850500747561455,0.7276572585105896,0.018344683572649956,0.03686216101050377,1.3274813890457153,-0.35167503356933594,0.07296627014875412,-0.177468940615654,0.3002844750881195,1,6,27.766400002292357,2.5516399705531456
flower_pinch,01fd6a3af833,8,0.5046893999970052,-0.544951856136322,0.006179190706461668,-0.2674194872379303,-0.17518870532512665,0.06845350563526154,-0.18758423626422882,0.06495833396911621,-0.09935268014669418,-0.056488633155822754,1.2370567321777344,0.07172942161560059,-0.08397947996854782,1.310931921005249,-0.20736564695835114,0.17296990752220154,-0.1835082322359085,0.4674115777015686,1,6,28.634900008910336,2.230764545043592
flower_pinch,01fd6a3af833,9,0.5671406000037678,-0.5703451633453369,-0.02340317890048027,-0.3093617260456085,-0.1475037783384323,0.05146677419543266,-0.20972992479801178,0.128250390291214,-0.09683272242546082,-0.021861176937818527,1.3513214588165283,0.11264488846063614,-0.20583927631378174,0.42359817028045654,-0.17201673984527588,0.1831160932779312,-0.20426036417484283,0.534354031085968,1,6,27.031999998143874,2.238953926029347
