label,sequence_id,frame_id,timestamp_sec,no_acceleration_0,no_acceleration_1,no_acceleration_2,no_acceleration_3,no_acceleration_4,no_acceleration_5,no_acceleration_6,no_acceleration_7,no_acceleration_8,no_acceleration_9,no_acceleration_10,no_acceleration_11,no_acceleration_12,no_acceleration_13,no_acceleration_14,no_acceleration_15,no_acceleration_16,success,iterations,solve_time_ms,total_loss
flower_pinch,01fd6a3af833,0,0.020418700005393475,-0.8965516090393066,-0.03535574674606323,-0.15160292387008667,-0.17011110484600067,0.05011823773384094,-0.04046435281634331,-0.17152708768844604,-0.06219199672341347,0.11579154431819916,0.8637922406196594,0.2605343759059906,-0.13518209755420685,-0.17152708768844604,-0.11855234205722809,-0.012770427390933037,-0.11154105514287949,0.04666014388203621,1,6,29.22539999417495,1.7741276968915758
flower_pinch,01fd6a3af833,1,0.08659710000210907,-0.8853374123573303,-0.04106295108795166,-0.14593525230884552,-0.17127469182014465,0.05885443836450577,-0.032253626734018326,-0.17152704298496246,-0.062227290123701096,0.13195787370204926,0.7528457641601562,0.2886280119419098,-0.15240415930747986,-0.17152704298496246,-0.10302034765481949,-0.007145206909626722,-0.12323179841041565,0.007979334332048893,1,6,30.008100002305582,1.7258303117381006
flower_pinch,01fd6a3af833,2,0.14090140000917017,-0.8827808499336243,-0.03904849663376808,-0.14380405843257904,-0.17148198187351227,0.05809612199664116,-0.0199577659368515,-0.1715269535779953,-0.06158735603094101,0.14565473794937134,0.9758262634277344,0.29145547747612,-0.14850404858589172,-0.1715269535779953,-0.07716409862041473,-0.03245076537132263,-0.11119461804628372,0.04973465949296951,1,6,37.83770000154618,1.851189159966782
flower_pinch,01fd6a3af833,3,0.1929082999995444,-0.8860478401184082,-0.03379387408494949,-0.036451712250709534,-0.13794466853141785,0.019261587411165237,0.09121017158031464,-0.15864752233028412,-0.0637744590640068,0.12094976007938385,0.3009537160396576,0.21126055717468262,-0.1452026516199112,-0.17152629792690277,-0.26352301239967346,0.013874629512429237,-0.0480758436024189,-0.04797852411866188,1,5,29.91479999036528,1.8666866061003515
flower_pinch,01fd6a3af833,4,0.25839750000159256,-0.7402682304382324,-0.007936225272715092,-0.11199907213449478,-0.06372126191854477,0.036642514169216156,0.12461525946855545,-0.003046027384698391,-0.06828302890062332,0.14461292326450348,0.3965575397014618,0.14165543019771576,-0.09723255783319473,-0.15613536536693573,-0.4593701660633087,0.03534863889217377,-0.1485467404127121,-0.1495131552219391,1,5,24.593599999207072,1.9229432113793823
flower_pinch,01fd6a3af833,5,0.321364800009178,-0.610784649848938,-0.07455619424581528,-0.149526447057724,-0.1316065639257431,0.0015739479567855597,0.05301380157470703,-0.10575667768716812,-0.08347217738628387,0.024240566417574883,0.002204007236286998,-0.0927102193236351,0.20548798143863678,0.837670087814331,-0.5246127843856812,0.10115448385477066,-0.1871575266122818,0.02655487135052681,1,6,29.749199995421804,2.3331840909961667
flower_pinch,01fd6a3af833,6,0.38409750000573695,-0.42096811532974243,-0.17882314324378967,-0.17434224486351013,-0.13710249960422516,-0.011650551110506058,0.029365835711359978,-0.025436336174607277,-0.09329471737146378,0.0053779361769557,-0.061585426330566406,-0.05758969113230705,0.18288658559322357,1.126345157623291,-0.549670934677124,0.05146028846502304,-0.21719329059123993,0.08226647228002548,1,7,32.282000000122935,2.2284348973249317
flower_pinch,01fd6a3af833,7,0.4424070000095526,-0.2313326895236969,-0.014060270972549915,-0.19425150752067566,-0.16539111733436584,0.07291144132614136,-0.10901375114917755,0.00857027992606163,-0.0947456881403923,-0.007580662611871958,0.9963567852973938,0.1325317621231079,-0.034005168825387955,1.2234280109405518,-0.2884484827518463,0.04274677112698555,-0.16342584788799286,0.3360711336135864,1,6,28.100399998947978,2.6983678789984125
flower_pinch,01fd6a3af833,8,0.5046893999970052,-0.10229559987783432,-0.0557769350707531,-0.272575318813324,-0.17043288052082062,0.06024673953652382,-0.18534475564956665,0.07120853662490845,-0.0936117023229599,-0.046060409396886826,1.199792742729187,0.1234566792845726,-0.07203800976276398,1.241078495979309,-0.24263955652713776,0.166915163397789,-0.21132132411003113,0.4576132893562317,1,6,26.646899990737438,2.594625929345511
flower_pinch,01fd6a3af833,9,0.5671406000037678,-0.045896872878074646,-0.10810960829257965,-0.29940715432167053,-0.1362396627664566,0.040510110557079315,-0.18807032704353333,0.13006940484046936,-0.09126865118741989,0.011683271266520023,1.2367819547653198,0.1799226850271225,-0.19670727849006653,0.1734115481376648,-0.2402014285326004,0.11748131364583969,-0.23484832048416138,0.5052490234375,1,6,27.281000002403744,2.4524670722833273
flower_pinch,01fd6a3af833,10,0.6305427000042982,0.02598407492041588,-0.17356935143470764,-0.2949732542037964,-0.14776568114757538,0.0012797309318557382,-0.1889411360025406,0.11084625869989395,-0.08951426297426224,0.025260820984840393,1.2435072660446167,0.17384278774261475,-0.22297494113445282,-0.0652853325009346,-0.2590811848640442,0.08994238078594208,-0.24326924979686737,0.47405704855918884,1,6,31.868299993220717,2.3184121538694393
