label,sequence_id,frame_id,timestamp_sec,corrected_0,corrected_1,corrected_2,corrected_3,corrected_4,corrected_5,corrected_6,corrected_7,corrected_8,corrected_9,corrected_10,corrected_11,corrected_12,corrected_13,corrected_14,corrected_15,corrected_16,full_0,full_1,full_2,full_3,full_4,full_5,full_6,full_7,full_8,full_9,full_10,full_11,full_12,full_13,full_14,full_15,full_16,no_palm_0,no_palm_1,no_palm_2,no_palm_3,no_palm_4,no_palm_5,no_palm_6,no_palm_7,no_palm_8,no_palm_9,no_palm_10,no_palm_11,no_palm_12,no_palm_13,no_palm_14,no_palm_15,no_palm_16,no_acceleration_0,no_acceleration_1,no_acceleration_2,no_acceleration_3,no_acceleration_4,no_acceleration_5,no_acceleration_6,no_acceleration_7,no_acceleration_8,no_acceleration_9,no_acceleration_10,no_acceleration_11,no_acceleration_12,no_acceleration_13,no_acceleration_14,no_acceleration_15,no_acceleration_16,no_temporal_0,no_temporal_1,no_temporal_2,no_temporal_3,no_temporal_4,no_temporal_5,no_temporal_6,no_temporal_7,no_temporal_8,no_temporal_9,no_temporal_10,no_temporal_11,no_temporal_12,no_temporal_13,no_temporal_14,no_temporal_15,no_temporal_16,l2_0,l2_1,l2_2,l2_3,l2_4,l2_5,l2_6,l2_7,l2_8,l2_9,l2_10,l2_11,l2_12,l2_13,l2_14,l2_15,l2_16
orchid_palm,fe356bb47a53,0,0.022204799999599345,-0.14828094840049744,-0.5235987901687622,0.305052250623703,-0.06834171712398529,-0.057583849877119064,-0.3434946537017822,-0.249137282371521,0.0,-0.012448161840438843,0.22516602277755737,0.14134997129440308,-0.07348582148551941,0.3749591112136841,-0.5180338621139526,-0.13942815363407135,-0.42177751660346985,-0.25619423389434814,-0.4040686786174774,-0.40251561999320984,0.17287561297416687,-0.04556127265095711,-0.038389258086681366,-0.22874945402145386,-0.16328756511211395,-0.08936651051044464,-0.06721373647451401,0.15011073648929596,0.14583367109298706,-0.10274383425712585,0.24997341632843018,-0.35638201236724854,-0.14262282848358154,-0.30203017592430115,-0.16787980496883392,-0.49628397822380066,-0.3965994417667389,0.17071978747844696,-0.04556123912334442,-0.03838923200964928,-0.22874903678894043,-0.1632872372865677,-0.08883003145456314,-0.06881148368120193,0.15011066198349,0.12188941240310669,-0.10392218083143234,0.24997329711914062,-0.35055601596832275,-0.13579583168029785,-0.29863834381103516,-0.16787949204444885,-0.4040686786174774,-0.40251561999320984,0.17287561297416687,-0.04556127265095711,-0.038389258086681366,-0.22874945402145386,-0.16328756511211395,-0.08936651051044464,-0.06721373647451401,0.15011073648929596,0.14583367109298706,-0.10274383425712585,0.24997341632843018,-0.35638201236724854,-0.14262282848358154,-0.30203017592430115,-0.16787980496883392,-0.4040686786174774,-0.40251561999320984,0.17287561297416687,-0.04556127265095711,-0.038389258086681366,-0.22874945402145386,-0.16328756511211395,-0.08936651051044464,-0.06721373647451401,0.15011073648929596,0.14583367109298706,-0.10274383425712585,0.24997341632843018,-0.35638201236724854,-0.14262282848358154,-0.30203017592430115,-0.16787980496883392,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.045562006533145905,-0.03838968276977539,-0.22876311838626862,-0.16329804062843323,-0.471238911151886,-0.4363323152065277,0.15011318027973175,-0.4363323152065277,-0.4188975393772125,0.24997727572917938,0.5759586691856384,0.534932017326355,0.8414914011955261,-0.16789038479328156
orchid_palm,fe356bb47a53,1,0.10003400000277907,-0.16425736248493195,-0.5235987901687622,0.3955669105052948,-0.03944694995880127,-0.13582167029380798,-0.4363323152065277,-0.2496155947446823,0.0,-0.3353029191493988,-0.1839992105960846,0.017874667420983315,0.0036877691745758057,0.25759947299957275,-0.6375236511230469,-0.0031935274600982666,-0.39317744970321655,-0.2617993950843811,-0.4169749319553375,-0.40212738513946533,0.223643496632576,-0.029800280928611755,-0.08106456696987152,-0.27843964099884033,-0.16354361176490784,-0.08880744874477386,-0.2445841282606125,-0.0725950300693512,0.07703003287315369,-0.06025594845414162,0.18595854938030243,-0.4275871813297272,-0.061291370540857315,-0.2883598208427429,-0.17087727785110474,-0.5177666544914246,-0.39477628469467163,0.2212284505367279,-0.029800232499837875,-0.0810643881559372,-0.278438925743103,-0.1635432094335556,-0.08838363736867905,-0.245323047041893,-0.0725945457816124,0.05169137194752693,-0.06167390197515488,0.18595828115940094,-0.42127835750579834,-0.053613241761922836,-0.2845701575279236,-0.17087683081626892,-0.4169749319553375,-0.40212738513946533,0.223643496632576,-0.029800280928611755,-0.08106456696987152,-0.27843964099884033,-0.16354361176490784,-0.08880744874477386,-0.2445841282606125,-0.0725950300693512,0.07703003287315369,-0.06025594845414162,0.18595854938030243,-0.4275871813297272,-0.061291370540857315,-0.2883598208427429,-0.17087727785110474,-0.4233843982219696,-0.40141692757606506,0.23523828387260437,-0.026297807693481445,-0.0905478447675705,-0.2892293930053711,-0.16359883546829224,-0.08836990594863892,-0.2833182215690613,-0.12090085446834564,0.06095670908689499,-0.05079329386353493,0.17173287272453308,-0.4451596438884735,-0.0407102070748806,-0.2857751250267029,-0.17152707278728485,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.02980046346783638,-0.0810641497373581,-0.2784457802772522,-0.16354773938655853,-0.4327508509159088,-0.4363323152065277,-0.07259737700223923,-0.4363323152065277,-0.4220206141471863,0.185958594083786,0.5759586691856384,0.6441383361816406,0.8151905536651611,-0.1708814799785614
orchid_palm,fe356bb47a53,2,0.16273630000068806,-0.15275585651397705,-0.5235987901687622,0.43263617157936096,-0.07846297323703766,-0.13136552274227142,-0.4363323152065277,-0.23785537481307983,0.0,-0.37706971168518066,-0.10176330804824829,0.03606701269745827,-0.042936086654663086,0.3537216782569885,-0.6582270860671997,-0.17406825721263885,-0.4164806008338928,-0.25868600606918335,-0.4028874635696411,-0.4028608202934265,0.2589384913444519,-0.040892843157052994,-0.09439598023891449,-0.2959238886833191,-0.15867160260677338,-0.08760766685009003,-0.324692964553833,-0.1162014752626419,0.0603138692677021,-0.06508193165063858,0.2042919546365738,-0.4586058557033539,-0.10501439869403839,-0.291574090719223,-0.1706177294254303,-0.5175954103469849,-0.39371275901794434,0.25611960887908936,-0.04089364781975746,-0.09439678490161896,-0.2959277033805847,-0.15867383778095245,-0.08767464756965637,-0.3248383700847626,-0.1162007600069046,0.033576227724552155,-0.06671950221061707,0.20429551601409912,-0.4587176740169525,-0.10090762376785278,-0.29148057103157043,-0.1706201434135437,-0.3995181620121002,-0.4031543433666229,0.25468021631240845,-0.04821626842021942,-0.08639290183782578,-0.28730425238609314,-0.15730012953281403,-0.08758258074522018,-0.2985546588897705,-0.06831642985343933,0.0746898278594017,-0.07813505828380585,0.22674985229969025,-0.44177746772766113,-0.13886630535125732,-0.2932317852973938,-0.16974639892578125,-0.40065327286720276,-0.40303313732147217,0.26190364360809326,-0.0522269606590271,-0.08757780492305756,-0.2892322838306427,-0.15594755113124847,-0.0871133953332901,-0.31027913093566895,-0.06738907098770142,0.07378450036048889,-0.08223617076873779,0.23581691086292267,-0.44110220670700073,-0.15505129098892212,-0.2922384440898895,-0.16950295865535736,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.04089270159602165,-0.09439554065465927,-0.2959299683570862,-0.15867501497268677,-0.4237446188926697,-0.4363323152065277,-0.11620282381772995,-0.4363323152065277,-0.42642802000045776,0.20429089665412903,0.5759586691856384,0.5745570659637451,0.8237909078598022,-0.1706213355064392
orchid_palm,fe356bb47a53,3,0.22673359999316745,-0.20609815418720245,-0.5235987901687622,0.2874913513660431,-0.07335029542446136,-0.13408467173576355,-0.3950967788696289,-0.2617993950843811,0.0,-0.42168572545051575,-0.2449689358472824,0.03328642249107361,-0.07907241582870483,0.22271111607551575,-0.6970735788345337,-0.16677990555763245,-0.390434592962265,-0.2617993950843811,-0.41815185546875,-0.4009646773338318,0.20405703783035278,-0.04841763898730278,-0.094034843146801,-0.2778649926185608,-0.16597910225391388,-0.08693592995405197,-0.3511095941066742,-0.1541723757982254,0.062406983226537704,-0.09301170706748962,0.17233821749687195,-0.4855121970176697,-0.15064328908920288,-0.28973478078842163,-0.17115244269371033,-0.5366597771644592,-0.3906874358654022,0.20115616917610168,-0.048418544232845306,-0.09403619170188904,-0.27787157893180847,-0.16598398983478546,-0.08695989847183228,-0.35090726613998413,-0.15417546033859253,0.03483675792813301,-0.0945519506931305,0.17234136164188385,-0.48270201683044434,-0.144489586353302,-0.28799813985824585,-0.17115728557109833,-0.42688632011413574,-0.39901071786880493,0.17752203345298767,-0.04877587407827377,-0.08884512633085251,-0.266816109418869,-0.16899172961711884,-0.0871867835521698,-0.3320876955986023,-0.14413116872310638,0.06934799253940582,-0.10192278772592545,0.16270647943019867,-0.48038405179977417,-0.15732257068157196,-0.2882269322872162,-0.1712101697921753,-0.43462705612182617,-0.3966447412967682,0.15933530032634735,-0.04890000820159912,-0.08939166367053986,-0.2623705565929413,-0.17152994871139526,-0.0869469866156578,-0.3393707275390625,-0.1605779230594635,0.06704241037368774,-0.10745438188314438,0.14847742021083832,-0.4896535873413086,-0.16131334006786346,-0.28740236163139343,-0.17152994871139526,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.048418644815683365,-0.0940365269780159,-0.2778744399547577,-0.16598616540431976,-0.4130902588367462,-0.4363323152065277,-0.1541784554719925,-0.4363323152065277,-0.4363323152065277,0.17234006524085999,0.5759586691856384,0.5678211450576782,0.849588930606842,-0.1711592972278595
orchid_palm,fe356bb47a53,4,0.2884979999944335,-0.2429906725883484,-0.5235987901687622,0.08251473307609558,0.053751856088638306,-0.145643413066864,-0.39112383127212524,-0.2617993950843811,0.0,-0.4363323152065277,-0.2617993950843811,0.020257236436009407,-0.05788379907608032,0.16035714745521545,-0.6937240958213806,-0.20698420703411102,-0.3537081480026245,-0.2617993950843811,-0.4448319673538208,-0.39639320969581604,0.07305733859539032,0.004132403992116451,-0.09592543542385101,-0.2623290717601776,-0.17111743986606598,-0.08651084452867508,-0.35524994134902954,-0.17343498766422272,0.058936744928359985,-0.09919112175703049,0.1234268993139267,-0.4918305575847626,-0.1855717897415161,-0.2719123661518097,-0.1715075969696045,-0.5688024163246155,-0.38517042994499207,0.07053231447935104,0.004133207257837057,-0.09592722356319427,-0.2623368799686432,-0.17112348973751068,-0.0865573063492775,-0.3548082411289215,-0.17344056069850922,0.03067861683666706,-0.10050147026777267,0.12342877686023712,-0.4852699637413025,-0.17714352905750275,-0.2680659294128418,-0.17151357233524323,-0.4517613649368286,-0.39449965953826904,0.04643601179122925,0.020451053977012634,-0.09559586644172668,-0.2610342800617218,-0.17107565701007843,-0.08673793077468872,-0.3459513187408447,-0.1666444092988968,0.05811323598027229,-0.0948849767446518,0.11705077439546585,-0.4840143620967865,-0.18328168988227844,-0.26664578914642334,-0.17147105932235718,-0.45958366990089417,-0.3921392261981964,0.015882033854722977,0.0358351469039917,-0.09709721803665161,-0.25978153944015503,-0.17152953147888184,-0.08658985048532486,-0.3489784300327301,-0.17152953147888184,0.054503247141838074,-0.09341675788164139,0.1069064512848854,-0.4841819107532501,-0.18893161416053772,-0.26156729459762573,-0.17152953147888184,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,0.004130349960178137,-0.09592510014772415,-0.2623377740383148,-0.17112460732460022,-0.34780704975128174,-0.4363323152065277,-0.17344190180301666,-0.4363323152065277,-0.4363323152065277,0.12342706322669983,0.5759586691856384,0.5234243273735046,0.8934558629989624,-0.1715146005153656
orchid_palm,fe356bb47a53,5,0.35147710000455845,-0.18560506403446198,-0.5235987901687622,0.26552000641822815,-0.12545445561408997,-0.08961185812950134,-0.2611609697341919,-0.2617993950843811,0.0,-0.06716746091842651,0.060195475816726685,0.11421427130699158,-0.112640380859375,0.3891031742095947,-0.5248886942863464,-0.14423128962516785,-0.4159058928489685,-0.24396274983882904,-0.4484671950340271,-0.39450979232788086,0.08897178620100021,-0.041031040251255035,-0.0730694904923439,-0.20228692889213562,-0.1724676489830017,-0.0878470316529274,-0.19576595723628998,-0.04027041420340538,0.09800158441066742,-0.12039227783679962,0.20036101341247559,-0.41135895252227783,-0.16740335524082184,-0.28596559166908264,-0.16407008469104767,-0.5583013892173767,-0.38449952006340027,0.08680248260498047,-0.04102904349565506,-0.0730699896812439,-0.20228910446166992,-0.17246942222118378,-0.08757080137729645,-0.19601695239543915,-0.04027343541383743,0.0706394612789154,-0.12142979353666306,0.20035916566848755,-0.4034993648529053,-0.1586233526468277,-0.28140321373939514,-0.16407188773155212,-0.4422179162502289,-0.39614391326904297,0.12569157779216766,-0.06440037488937378,-0.06626034528017044,-0.18991275131702423,-0.17144715785980225,-0.08861012011766434,-0.14912347495555878,0.0025349457282572985,0.11073307693004608,-0.12364697456359863,0.23352117836475372,-0.38409876823425293,-0.1514825075864792,-0.29262810945510864,-0.16197991371154785,-0.4387741982936859,-0.3973521888256073,0.14429880678653717,-0.08280472457408905,-0.059741199016571045,-0.17410749197006226,-0.17152702808380127,-0.08917742222547531,-0.10488410294055939,0.04012998193502426,0.12340361624956131,-0.13007234036922455,0.2594025135040283,-0.35928523540496826,-0.1437695324420929,-0.2971651256084442,-0.1599205732345581,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.04102875664830208,-0.07306831330060959,-0.20228762924671173,-0.17248621582984924,-0.471238911151886,-0.4363323152065277,-0.0402706004679203,-0.4363323152065277,-0.4363323152065277,0.20035341382026672,0.5759586691856384,0.5378140211105347,0.8564622402191162,-0.16408687829971313
orchid_palm,fe356bb47a53,6,0.4133906999923056,-0.16063591837882996,-0.5235987901687622,0.29989370703697205,-0.06744973361492157,-0.06661483645439148,-0.39739492535591125,-0.2617993950843811,0.0,-0.08156681060791016,0.08336573839187622,0.1018296331167221,-0.041429728269577026,0.32266831398010254,-0.5123686194419861,-0.027985453605651855,-0.42034709453582764,-0.2265436351299286,-0.44260066747665405,-0.39605098962783813,0.14254988729953766,-0.05317121371626854,-0.0497477687895298,-0.22952087223529816,-0.17214256525039673,-0.08920488506555557,-0.10944429039955139,0.049881283193826675,0.11755197495222092,-0.10025336593389511,0.22632993757724762,-0.3547651171684265,-0.09522557258605957,-0.2975125014781952,-0.15246082842350006,-0.533338725566864,-0.38881078362464905,0.1406070739030838,-0.05317074432969093,-0.04974814131855965,-0.22952555119991302,-0.17214557528495789,-0.0886111930012703,-0.11044006794691086,0.049881722778081894,0.09232247620820999,-0.10120628029108047,0.22633126378059387,-0.34766027331352234,-0.08747625350952148,-0.2933548092842102,-0.15246330201625824,-0.4390426576137543,-0.39798998832702637,0.16020947694778442,-0.048500169068574905,-0.04838278144598007,-0.2506703734397888,-0.17151324450969696,-0.08933520317077637,-0.12096089869737625,0.045933447778224945,0.11501960456371307,-0.0893208235502243,0.21845990419387817,-0.3566764295101166,-0.07623279094696045,-0.2980482578277588,-0.15097330510616302,-0.43956488370895386,-0.39865946769714355,0.1682502031326294,-0.044966720044612885,-0.04440992698073387,-0.26386332511901855,-0.17152710258960724,-0.08951088786125183,-0.11463943868875504,0.05557740852236748,0.1162218227982521,-0.08149340003728867,0.2151125818490982,-0.34971073269844055,-0.05753824859857559,-0.29863348603248596,-0.1485854983329773,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.05316978693008423,-0.04974661394953728,-0.22952105104923248,-0.17215314507484436,-0.471238911151886,-0.4363323152065277,0.04988136515021324,-0.4363323152065277,-0.42528772354125977,0.22632189095020294,0.5759586691856384,0.5795157551765442,0.82936692237854,-0.1524701863527298
orchid_palm,fe356bb47a53,7,0.4767500000016298,-0.2204200178384781,-0.48093757033348083,0.09738627076148987,-0.008752822875976562,-0.13271141052246094,-0.18434002995491028,-0.24617810547351837,0.0,-0.2476053684949875,-0.0731610655784607,0.11111731082201004,-0.28284692764282227,0.47603392601013184,-0.6162760257720947,-0.11619937419891357,-0.41457295417785645,-0.2545057237148285,-0.47619864344596863,-0.3742710053920746,0.08076561987400055,-0.025342099368572235,-0.06964743882417679,-0.1668108105659485,-0.16508516669273376,-0.08944302797317505,-0.165935680270195,0.005776285659521818,0.12111799418926239,-0.18912434577941895,0.2904157042503357,-0.38550645112991333,-0.09420761466026306,-0.2990235388278961,-0.15929844975471497,-0.5503745079040527,-0.3699395954608917,0.07923226803541183,-0.02534206211566925,-0.0696483626961708,-0.16681326925754547,-0.16508828103542328,-0.08869795501232147,-0.16684342920780182,0.005776228383183479,0.09799640625715256,-0.1896241456270218,0.29041922092437744,-0.37982505559921265,-0.08796089142560959,-0.2956758439540863,-0.15930159389972687,-0.48795488476753235,-0.3658711612224579,0.05128644034266472,-0.013592571951448917,-0.08118528872728348,-0.1461257040500641,-0.16317176818847656,-0.08887884765863419,-0.20717746019363403,-0.03155474737286568,0.11454308778047562,-0.21734309196472168,0.2993755638599396,-0.41174203157424927,-0.11100023239850998,-0.2973978817462921,-0.16396388411521912,-0.5017548203468323,-0.3557061553001404,0.02579326368868351,-0.005835363641381264,-0.08847441524267197,-0.1228933185338974,-0.16136185824871063,-0.08856445550918579,-0.22627021372318268,-0.04877409338951111,0.11244834214448929,-0.24565064907073975,0.31735581159591675,-0.4248703718185425,-0.11865890026092529,-0.29764658212661743,-0.1667809933423996,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.025342464447021484,-0.06964443624019623,-0.1668100506067276,-0.1650906801223755,-0.471238911151886,-0.4363323152065277,0.005779656581580639,-0.4363323152065277,-0.4363323152065277,0.2904047667980194,0.5759586691856384,0.5859423875808716,0.8463205099105835,-0.1593041867017746
orchid_palm,fe356bb47a53,8,0.5372691999946255,-0.228814035654068,-0.5235987901687622,0.046432286500930786,0.07430848479270935,-0.09200400859117508,-0.28751280903816223,-0.2617993950843811,0.0,-0.4363323152065277,-0.24183794856071472,0.1441277265548706,-0.16876181960105896,0.2524852156639099,-0.719062328338623,-0.17486055195331573,-0.37789127230644226,-0.06981460750102997,-0.38746699690818787,-0.38642147183418274,0.01141133438795805,0.028759267181158066,-0.06856860965490341,-0.16935747861862183,-0.1677733212709427,-0.08602099865674973,-0.2960532605648041,-0.1100689098238945,0.13687877357006073,-0.19490793347358704,0.22566057741641998,-0.46808454394340515,-0.14096613228321075,-0.28630489110946655,-0.08766679465770721,-0.5656288266181946,-0.37348389625549316,0.009051748551428318,0.028759989887475967,-0.06856949627399445,-0.16936010122299194,-0.16777613759040833,-0.08721349388360977,-0.2964089810848236,-0.11007142812013626,0.10783425718545914,-0.19558383524417877,0.22566278278827667,-0.4595222473144531,-0.13070009648799896,-0.28123512864112854,-0.08766774833202362,-0.3514174520969391,-0.3980070948600769,0.004390274174511433,0.03806072846055031,-0.06494507938623428,-0.18339413404464722,-0.17003820836544037,-0.0846187025308609,-0.322885125875473,-0.1359042078256607,0.1416064202785492,-0.17660996317863464,0.19215147197246552,-0.48672229051589966,-0.15801793336868286,-0.28187185525894165,-0.06751836836338043,-0.3339861333370209,-0.4075864553451538,-0.0060148052871227264,0.04953920468688011,-0.0613362118601799,-0.19167637825012207,-0.1715289205312729,-0.08309081941843033,-0.34779074788093567,-0.15853936970233917,0.14926733076572418,-0.1669655442237854,0.16832417249679565,-0.49186089634895325,-0.1608978658914566,-0.2716791033744812,-0.04654339328408241,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,0.028757058084011078,-0.06856628507375717,-0.1693527102470398,-0.1677767038345337,-0.3397641181945801,-0.4363323152065277,-0.11007039248943329,-0.4363323152065277,-0.4363323152065277,0.22565504908561707,0.5759586691856384,0.48942309617996216,0.9024707674980164,-0.08766747266054153
orchid_palm,fe356bb47a53,9,0.59739389999595,-0.18662741780281067,-0.5235987901687622,0.2952786982059479,-0.17682278156280518,-0.10316048562526703,-0.27107635140419006,-0.2617993950843811,0.0,-0.15370908379554749,0.18749022483825684,0.14899973571300507,-0.3394598662853241,0.2536085844039917,-0.6754821538925171,-0.18239711225032806,-0.3582506775856018,-0.11524879932403564,-0.3284991681575775,-0.4035874307155609,0.0949525237083435,-0.053838733583688736,-0.06846924126148224,-0.17720624804496765,-0.17077437043190002,-0.08484770357608795,-0.237447127699852,0.0162187647074461,0.15212446451187134,-0.25214651226997375,0.1754062920808792,-0.47891780734062195,-0.16567198932170868,-0.2639181911945343,-0.06509669870138168,-0.5463604927062988,-0.38165032863616943,0.09097876399755478,-0.05384095385670662,-0.06847028434276581,-0.17720907926559448,-0.1707775890827179,-0.08680582046508789,-0.2383815348148346,0.016220955178141594,0.11641720682382584,-0.2530251145362854,0.17540842294692993,-0.4813552498817444,-0.160905659198761,-0.26516348123550415,-0.06509781628847122,-0.32326117157936096,-0.4081745445728302,0.13712778687477112,-0.08872970193624496,-0.06807752698659897,-0.18120454251766205,-0.17126187682151794,-0.08565456420183182,-0.190789595246315,0.07755757868289948,0.15379753708839417,-0.26276281476020813,0.17326843738555908,-0.4645090103149414,-0.1650192141532898,-0.2616879343986511,-0.07462284713983536,-0.31545490026474,-0.4117995798587799,0.16837362945079803,-0.11623090505599976,-0.0687735453248024,-0.18071742355823517,-0.1715267300605774,-0.08616963028907776,-0.1609046906232834,0.12499339133501053,0.15779225528240204,-0.2817666828632355,0.16907204687595367,-0.4577156901359558,-0.16611434519290924,-0.2562423348426819,-0.07616361230611801,-1.1344640254974365,0.5235987901687622,-0.4363323152065277,-0.05384191498160362,-0.06846810132265091,-0.17720259726047516,-0.17077763378620148,-0.471238911151886,-0.4363323152065277,0.016215570271015167,-0.4363323152065277,-0.4363323152065277,0.1754046082496643,0.5759586691856384,0.4568744897842407,0.9196943044662476,-0.06509719789028168
